,title,media,date,desc,link,Local,quarter,cluster
2341,Protesters rallying in Seattle as cop in George Floyd's death faces trial for murder,KOMO,2021-03-01 00:00:00,Assistant Chief Bryan Grenon with the Seattle Police Operations Center said SPD is finalizing plans for upcoming potential protests.,https://komonews.com/news/local/protesters-rallying-in-seattle-as-cop-in-george-floyds-death-faces-trial-for-murder,0,Q9,3
2342,"City, business leaders call loss of nearly 200 Seattle Police Department officers a crisis",KING 5,2021-03-01 00:00:00,"SEATTLE — Seattle's Police Department is in a staffing crisis. That's according to the police chief, a deputy mayor, and a downtown business organization, ...",https://www.king5.com/article/news/local/seattle/seattle-police-department-reductions/281-fd6e3575-f232-4d9a-a8fa-f18fcd33d16a,0,Q9,3
2343,"Who was Eric Talley, Boulder police officer killed in Colorado supermarket shooting?",KIRO-TV,2021-03-01 00:00:00,"1. Talley was the first officer to respond, officials said. · 2. He had been with the Boulder Police Department for more than a decade. · 3. Talley was a father ...",https://www.kiro7.com/news/trending/who-was-eric-talley-boulder-police-officer-killed-colorado-supermarket-shooting/IAODZXYRPNEGZKB4K4L73DSLRY/,0,Q9,3
2344,"As council eyes $5.4 million in further police cuts, SPD and mayor warn of dire impact",MyNorthwest.com,2021-03-01 00:00:00,"In 2020, a total of 186 officers left the Seattle Police Department. That was described as a “mass exodus,” linked to lack of support from elected officials ...",https://mynorthwest.com/2670809/council-further-spd-cuts-warn-dire-impact/?,0,Q9,3
2345,Police search for shooting suspect after man killed at church in Seattle's Rainier Valley,KING 5,2021-03-01 00:00:00,"Police have identified a suspect, but do not have anyone in custody at this point. The Seattle Police Department (SPD) responded to the 7700 block of Rainier ...",https://www.king5.com/article/news/local/seattle/one-person-reported-shot-in-seattles-rainier-valley/281-86a74071-a83d-428e-bfd4-80b52611e6c9,0,Q9,0
2346,Police response times rise in Seattle,KIRO-TV,2021-03-01 00:00:00,"On Tuesday, the Seattle Police Department detailed new information about call ... SPD tries to respond to Priority 1 calls, like robberies and shots-fired ...",https://www.kiro7.com/news/local/police-response-times-rise-seattle/OF3RBHTJPVDLVJSKNVZKENJZEY/,0,Q9,3
2347,Seattle Police Department signs pledge to advance women in policing,MyNorthwest.com,2021-03-01 00:00:00,The Seattle Police Department (SPD) has committed to taking actions to improve the representation and experiences of women in law enforcement.,https://mynorthwest.com/2726947/seattle-spd-advance-women-in-policing/,0,Q9,3
2348,"Man pleads guilty to stealing rifle, setting SPD cruiser ablaze during May riots",KOMO News,2021-03-01 00:00:00,SEATTLE -- A man has pleaded guilty to stealing an AR-15 rifle from a Seattle Police cruiser before helping set it on fire during the riots in Downtown ...,https://komonews.com/news/local/man-pleads-guilty-to-stealing-rifle-setting-spd-cruiser-ablaze-during-may-riots,0,Q9,3
2349,"Seattle police arrest man accused of slashing tires, brake lines on dozens of vehicles",KING 5,2021-03-01 00:00:00,"The Seattle Police Department is working with investigators in nearby jurisdictions where similar crimes have occurred. In February, Tukwila police were ...",https://www.king5.com/article/news/crime/man-suspected-of-slashing-tires-brake-lines-on-dozens-of-cars-arrested/281-8bca1734-8031-4065-a463-17b047eff886,0,Q9,3
2350,Edmonds man sentenced to 3 years in prison for setting two Seattle police cars on fire during 2020 protest,KING 5,2021-03-01 00:00:00,"SEATTLE — A 21-year-old man from Edmonds, Kelly Thomas Jackson, was sentenced to ... with assistance from the Seattle Police Department, the Edmonds Police ...",https://www.king5.com/article/news/local/seattle/edmonds-man-sentenced-prison-molotov-cocktail-seattle-police-cars-protest/281-fe20cac5-bbdd-4de0-aec2-c27665500228,0,Q9,3
2351,Fractures Emerge as Council Continues Police Budget Cut Debate,South Seattle Emerald,2021-03-01 00:00:00,"The Seattle City Council's debate about a proposed cut to the Seattle Police Department's (SPD) budget will drag on for at least another two weeks, ...",https://southseattleemerald.com/2021/03/24/fractures-emerge-as-council-continues-police-budget-cut-debate/,0,Q9,4
2352,"Police make 13 arrests at downtown Seattle march, Starbucks store vandalized",The Seattle Times,2021-03-01 00:00:00,"Seattle police said Sunday that they arrested 13 people downtown Saturday night on ... toward the waterfront, according to the Seattle Police Department.",https://www.seattletimes.com/seattle-news/crime/police-make-arrests-amid-downtown-seattle-march/,0,Q9,2
2353,Suspect in attack on Asian American woman in NYC is arrested,The Seattle Times,2021-03-01 00:00:00,"The woman was attacked in front of an apartment building. Two lobby workers witnessed the violence but no one intervened or called 911, police said. Their union ...",https://www.seattletimes.com/nation-world/nation/suspect-sought-in-attack-on-asian-american-woman-in-nyc/,0,Q9,3
2354,"Seattle police welfare check turns into ordeal as man, 74, is held at gunpoint in his own home",The Seattle Times,2021-03-01 00:00:00,"Randall Huserik, a spokesperson for SPD, said the ongoing litigation prevents the department from responding. The incident was referred to the Office of Police ...",https://www.seattletimes.com/seattle-news/welfare-check-by-spd-turns-into-ordeal-for-74-year-old-retiree-who-was-handcuffed-held-at-gunpoint-in-own-home/,0,Q9,3
2355,"Seattle detectives seize over 400,000 fentanyl pills, several handguns",Q13 FOX,2021-03-01 00:00:00,"Seattle detectives seize over 400,000 fentanyl pills in Bellevue, including handguns and other drugs. Photo courtesy: Seattle Police Department.",https://www.q13fox.com/news/seattle-detectives-seize-over-400000-fentanyl-pills-several-handguns,0,Q9,3
2356,"Virginia Beach shootings: 2 dead, 8 wounded; 3 men arrested ...",KIRO-TV,2021-03-01 00:00:00,"Police said Saturday that three men have been arrested in connection with the shootings, ... the Virginia Beach Police Department said in a news release.",https://www.kiro7.com/news/trending/several-people-injured-shooting-virginia-beach-oceanfront/FVXR5R6BYJFLRMEFNTXO2BF3OQ/,0,Q9,2
2357,Pierce County Sheriff Ed Troyer under fire for controversial 911 dispatch call,KING 5,2021-03-01 00:00:00,"According to The Seattle Times, Troyer called a 911 dispatcher on Jan. ... Due to the nature of the call, the Tacoma Police Department investigated the ...",https://www.king5.com/article/news/community/facing-race/pierce-county-sheriff-ed-troyer-under-fire-for-controversial-911-call/281-08b3d369-a780-44da-870e-4cb90e368233,0,Q9,7
2358,Judge says records ID’ing Seattle officers who attended rally before Capitol riot can be released — but not yet,The Seattle Times,2021-03-01 00:00:00,"Bankrolled by the Seattle Police Officers Guild, the officers' attorney, Kelly Sheridan, had argued that the records are barred from disclosure under public ...",https://www.seattletimes.com/seattle-news/judge-says-records-iding-seattle-officers-who-attended-rally-before-capitol-riot-can-be-released-but-not-yet/,0,Q9,3
2359,"Seattle police officer was justified in 2020 shooting of man holding young child, watchdog agency finds",The Seattle Times,2021-03-01 00:00:00,"... his young daughter last spring in Columbia City was lawful and proper, the Seattle Police Department's Office of Police Accountability (OPA) determined.",https://www.seattletimes.com/seattle-news/crime/seattle-police-officer-was-justified-in-2020-shooting-of-man-holding-young-child-watchdog-agency-finds/,0,Q9,3
2360,Intruder discovered living in basement of Magnolia home,KIRO-TV,2021-03-01 00:00:00,"In an online post, the Seattle Police Department said the suspect told them “he was provided with a one-way ticket to Seattle.” SPD said it did not have ...",https://www.kiro7.com/news/local/seattle-homeowners-discover-man-living-their-basement/NITO56QYFVFL7MM5QBVJJIAA4M/,0,Q9,0
2361,Seattle councilmember targets compromise on proposed SPD budget cut,MyNorthwest.com,2021-03-01 00:00:00,The Seattle City Council has been pursuing a $5.4 million cut to the police department's budget for weeks now. But in the wake of a presentation from the ...,https://mynorthwest.com/2710881/seattle-councilmember-targets-compromise-on-proposed-spd-budget-cut/,0,Q9,4
2362,"Welfare check at man's Seattle home ends in him being cuffed, lawsuit",KOMO News,2021-03-01 00:00:00,SEATTLE — A 74-year-old Seattle man has filed a civil federal lawsuit against the city and the Seattle Police Department over how he was treated inside his ...,https://komonews.com/news/local/man-sues-seattle-police-after-being-detained-inside-his-own-home,0,Q9,3
2363,"Nikkita Oliver announces run for Seattle City Council, lays out vision for big changes",The Seattle Times,2021-03-01 00:00:00,"Nikkita Oliver, a community organizer, lawyer and activist who has been a leader in Seattle's push to defund the Police Department, is running for City ...",https://www.seattletimes.com/seattle-news/politics/lawyer-community-organizer-nikkita-oliver-announces-bid-for-seattle-city-council/,0,Q9,3
2364,Mystery solved: DNA leads to the mother of a baby found dead in trash can in 1997,KIRO-TV,2021-03-01 00:00:00,"18, 1997. “The King County Medical Examiner autopsy in 1997 determined that Baby Boy Doe was born full-term and was alive at birth,” said Seattle Police ...",https://www.kiro7.com/news/local/seattle-police-use-genealogy-website-make-arrest-23-year-old-cold-case/NQYMS7AGTNAV5ED5JCNNKGGNNY/,0,Q9,3
2365,"Four killed in shooting in Southern California, police say",The Seattle Times,2021-03-01 00:00:00,"Jennifer Amat, a spokesperson for the Orange Police Department, said at a news conference Wednesday night that officers had responded to 202 W. Lincoln Ave.",https://www.seattletimes.com/nation-world/four-killed-in-shooting-in-southern-california-police-say/,0,Q9,3
2366,"Prosecutors charge man with hate crime, accusing him of targeting Asian women in Seattle",The Seattle Times,2021-03-01 00:00:00,"Seattle police arrested Christopher Hamner on Thursday in Georgetown, according to an item posted on the Police Department's online blotter, which notes a ...",https://www.seattletimes.com/seattle-news/crime/prosecutors-charge-man-with-hate-crime-accusing-him-of-targeting-asian-women-in-seattle/,0,Q9,2
2367,Family of Man Killed By SPD in 2018 Sue City for Wrongful Death,South Seattle Emerald,2021-03-01 00:00:00,"According to the report on the shooting produced by Seattle's Office of Police Accountability (OPA), two Seattle Police Department (SPD) patrol officers ...",https://southseattleemerald.com/2021/03/09/family-of-man-killed-by-spd-in-2018-sue-city-for-wrongful-death/,0,Q9,3
2368,Woman arrested in San Francisco assault on Uber driver,The Seattle Times,2021-03-01 00:00:00,"... with Saturday's attack, indicated through legal counsel that she intended to turn herself in soon, a San Francisco Police Department statement said.",https://www.seattletimes.com/business/woman-arrested-in-san-francisco-assault-on-uber-driver/,0,Q9,3
2369,"Seattle man busted with 16,000 fentanyl pills and $10,000 in cash",KOMO News,2021-03-01 00:00:00,"SEATTLE -- A 24-year-old man has been arrested after Seattle Police found about 16,000 pills laced with fentanyl and $10,000 in cash Wednesday.",https://komonews.com/news/local/seattle-man-busted-with-16000-fentanyl-pills-and-10000-in-cash,0,Q9,2
2370,"Carjacker hits multiple vehicles, speeds through group of Seattle protesters",MyNorthwest.com,2021-03-01 00:00:00,"Seattle police arrested a suspected carjacker Thursday night, ... part of a call to defund the Seattle Police Department and “invest in Black communities.",https://mynorthwest.com/2719852/carjacker-hits-vehicles-speeds-through-seattle-protesters/,0,Q9,2
2371,Former Seattle police chief Carmen Best calls proposed budget cuts 'highly reckless',KING 5,2021-03-01 00:00:00,"Ex-SPD Chief Carmen Best, now a KING 5 law enforcement analyst, questioned a proposed $5.4 million cut to the police department when the city is down 200 ...",https://www.king5.com/article/news/carmen-best-seattle-police-department-budget-cuts/281-77204e0c-1714-4c4b-9dca-1be14d41d613,0,Q9,3
2372,Dallas police officer arrested on two counts of capital murder,KIRO-TV,2021-03-01 00:00:00,DALLAS — Officers arrested a 13-year veteran of the Dallas Police Department on Thursday morning to face capital murder charges in a pair of cases dating ...,https://www.kiro7.com/news/trending/dallas-police-officer-arrested-two-counts-capital-murder/CPGVPZ43OVGTJDB5W4RRSJSQJU/,0,Q9,2
2373,"Pierce County sheriff had previous off-duty confrontation that drew high-priority emergency response, records show",The Seattle Times,2021-03-01 00:00:00,"The officer told a dispatcher police couldn't find the theft suspects, ... Based on a consultant's recent review, the Tacoma Police Department already had ...",https://www.seattletimes.com/seattle-news/pierce-county-sheriff-had-previous-off-duty-confrontation-that-drew-high-priority-emergency-response-records-show/,0,Q9,7
